RefLink,CarName,Price,Depreciation,Mileage,Road Tax,Dereg Value,COE,Engine Cap,Curb Weight,Type of Vehicle,Reg Date,Transmission,OMV,ARF,Power,No of Owners
https://www.sgcarmart.com/used_cars/info.php?ID=1050335&DL=1177,Lamborghini Aventador LP750-4 Superveloce,"$1,599,000","$161,310 /yr
View models with similar depre","4,511 km (1.7k /yr)","$7,856 /yr","$652,733 as of today (change)","$36,901","6,498 cc","1,640 kg",Sports Car,"16-Jul-2019
(7yrs 3mths 21days COE left)",Auto,"$480,648","$837,167",552.0 kW (740 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1076425&DL=2370,Mercedes-Benz CLA-Class CLA180 Shooting Brake Urban,"$110,800","$14,770 /yr
View models with similar depre","75,888 km (20.2k /yr)",$740 /yr,"$51,488 as of today (change)","$38,000","1,595 cc","1,430 kg",Stationwagon,"22-Jun-2018
(6yrs 2mths 28days COE left)",Auto,"$32,133","$36,987",90.0 kW (120 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1028750&DL=3587,Porsche Panamera 3.6A PDK (New 10-yr COE),"$188,888","$18,870 /yr","137,009 km (13.5k /yr)","$3,665 /yr",N.A.,N.A.,"3,605 cc","1,760 kg",Sports Car,"18-Jan-2012
(10yrs  COE left)",Auto,"$107,709","$107,709",300.0 kW (402 bhp),5
https://www.sgcarmart.com/used_cars/info.php?ID=1081584&DL=2943,Toyota Estima 2.4A Aeras Premium Moonroof,"$56,500","$15,700 /yr
View models with similar depre","90,000 km (11.9k /yr)","$1,638 /yr","$37,936 as of today (change)","$67,334","2,362 cc","1,790 kg",MPV,"09-Sep-2014
(2yrs 5mths 15days COE left)",Auto,"$31,184","$35,658",125.0 kW (167 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1073197&DL=2940,Mercedes-Benz E-Class E250,"$65,200","$18,050 /yr
View models with similar depre","82,650 km (10.5k /yr)","$1,202 /yr","$48,009 as of today (change)","$77,003","1,991 cc","1,660 kg",Luxury Sedan,"14-May-2014
(2yrs 1mth 19days COE left)",Auto,"$50,652","$53,174",155.0 kW (207 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1072642&DL=2927,BMW Z4 sDrive35i (COE till 01/2030),"$120,888","$15,520 /yr","113,000 km (9.2k /yr)","$3,071 /yr","$30,738 as of today (change)","$39,463","2,979 cc","1,600 kg",Sports Car,"05-Jan-2010
(7yrs 9mths 11days COE left)",Auto,"$52,557","$52,557",225.0 kW (301 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1071150&DL=4195,Mercedes-Benz GLA-Class GLA180,"$98,800","$17,260 /yr
View models with similar depre","80,615 km (16k /yr)",$740 /yr,"$43,318 as of today (change)","$50,101","1,595 cc","1,435 kg",SUV,"08-Mar-2017
(4yrs 11mths 11days COE left)",Auto,"$28,150","$26,410",90.0 kW (120 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1049921&DL=1094,Ssangyong Rexton 2.0A 7-Seater Sunroof,"$209,000","$19,670 /yr
View models with similar depre",24 km,"$1,210 /yr","$72,554 as of today (change)","$59,599","1,998 cc","2,010 kg",SUV,"14-Nov-2021
(9yrs 7mths 20days COE left)",Auto,"$33,198","$38,478",165.0 kW (221 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1070781&DL=3137,Subaru Impreza 1.6M (COE till 03/2026),"$36,800","$9,160 /yr",N.A.,"$1,113 /yr","$19,911 as of today (change)","$49,541","1,597 cc","1,260 kg",Mid-Sized Sedan,"31-Mar-2006
(4yrs 6days COE left)",Manual,"$12,422","$13,665",70.0 kW (93 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1062331&DL=3570,BMW X1 sDrive18i xLine,"$175,888","$15,530 /yr
View models with similar depre",36 km,$684 /yr,"$99,337 as of today (change)","$83,889","1,499 cc","1,435 kg",SUV,"03-Jan-2022
(9yrs 9mths 9days COE left)",Auto,"$39,886","$47,841",100.0 kW (134 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1072460&DL=2010,BMW 5 Series 530i M-Sport,"$261,988","$21,700 /yr
View models with similar depre",652 km,"$1,210 /yr","$147,435 as of today (change)","$77,700","1,998 cc","1,615 kg",Luxury Sedan,"17-Feb-2022
(9yrs 10mths 23days COE left)",Auto,"$67,747","$93,945",185.0 kW (248 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1070057&DL=3093,Mercedes-Benz C-Class C180 Avantgarde,"$116,800","$19,980 /yr
View models with similar depre","95,000 km (18.6k /yr)",$740 /yr,"$49,041 as of today (change)","$46,229","1,595 cc","1,425 kg",Luxury Sedan,"15-Feb-2017
(4yrs 10mths 21days COE left)",Auto,"$36,219","$37,707",115.0 kW (154 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=988708&DL=1000,Mitsubishi Attrage 1.2A,"$45,888","$9,140 /yr
View models with similar depre","57,888 km (11k /yr)",$506 /yr,"$27,663 as of today (change)","$50,951","1,193 cc",940 kg,Mid-Sized Sedan,"20-Dec-2016
(4yrs 8mths 25days COE left)",Auto,"$14,259","$5,000",57.0 kW (76 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1054304&DL=3137,Suzuki Swift 1.3A (COE till 07/2022),"$7,800",N.A.,N.A.,$876 /yr,"$1,624 as of today (change)","$24,100","1,328 cc","1,020 kg",Hatchback,"26-Jul-2007
(4mths 1day COE left)",Auto,"$9,813","$10,795",67.0 kW (89 bhp),5
https://www.sgcarmart.com/used_cars/info.php?ID=1081498&DL=1079,Porsche Cayman S 3.4A Tip (COE till 04/2028),"$146,800","$24,260 /yr","95,000 km (6.8k /yr)","$4,189 /yr","$24,741 as of today (change)","$40,881","3,387 cc","1,455 kg",Sports Car,"11-Apr-2008
(6yrs 17days COE left)",Auto,"$100,252","$100,252",217.0 kW (290 bhp),5
https://www.sgcarmart.com/used_cars/info.php?ID=1077042&DL=3573,Audi Q3 Sportback 1.4A TFSI S-tronic,"$173,800","$18,880 /yr
View models with similar depre","32,000 km (18.7k /yr)",$624 /yr,"$55,569 as of today (change)","$35,889","1,395 cc","1,545 kg",SUV,"09-Jul-2020
(8yrs 3mths 14days COE left)",Auto,"$30,281","$34,394",110.0 kW (147 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1060084&DL=2690,Mercedes-Benz C-Class C200K (COE till 01/2030),"$73,800","$9,450 /yr","95,607 km (7.8k /yr)","$1,266 /yr","$30,824 as of today (change)","$39,463","1,796 cc","1,490 kg",Luxury Sedan,"13-Jan-2010
(7yrs 9mths 19days COE left)",Auto,"$43,048","$43,048",135.0 kW (181 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1076353&DL=1000,Mazda MX-5 RF 2.0A,"$161,800","$19,370 /yr
View models with similar depre","16,727 km (5.9k /yr)","$1,210 /yr","$64,569 as of today (change)","$42,564","1,998 cc","1,140 kg",Sports Car,"29-May-2019
(7yrs 2mths 4days COE left)",Auto,"$38,088","$45,324",135.0 kW (181 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1080077&DL=3794,Kia Cerato Forte 1.6A SX (COE till 02/2026),"$32,888","$8,350 /yr","192,000 km (17.9k /yr)",$812 /yr,"$15,687 as of today (change)","$19,922","1,591 cc","1,261 kg",Mid-Sized Sedan,"28-Jun-2011
(3yrs 11mths 4days COE left)",Auto,"$12,751","$12,751",91.1 kW (122 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1071679&DL=1000,Audi A3 Sedan 1.0A TFSI S-tronic,"$71,000","$13,170 /yr
View models with similar depre","72,000 km (13.8k /yr)",$392 /yr,"$35,207 as of today (change)","$49,751",999 cc,"1,280 kg",Luxury Sedan,"29-Dec-2016
(4yrs 9mths 4days COE left)",Auto,"$24,582","$16,415",85.0 kW (113 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1083005&DL=2199,Toyota Corolla Altis 1.6A Classic,"$53,800","$11,270 /yr
View models with similar depre","81,000 km (13.5k /yr)",$742 /yr,"$28,702 as of today (change)","$43,000","1,598 cc","1,205 kg",Mid-Sized Sedan,"18-Mar-2016
(3yrs 11mths 21days COE left)",Auto,"$17,804","$17,804",90.0 kW (120 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1082380&DL=3665,Nissan Qashqai 2.0A Premium Moonroof,"$84,800","$11,970 /yr
View models with similar depre","31,000 km (7.9k /yr)","$1,210 /yr","$40,643 as of today (change)","$37,330","1,997 cc","1,425 kg",SUV,"24-Apr-2018
(6yrs 30days COE left)",Auto,"$22,778","$23,890",106.0 kW (142 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1080136&DL=4025,Mercedes-Benz A-Class A180 Style,"$70,800","$15,470 /yr
View models with similar depre","99,000 km (16.4k /yr)",$740 /yr,"$29,170 as of today (change)","$43,000","1,595 cc","1,395 kg",Hatchback,"15-Mar-2016
(3yrs 11mths 18days COE left)",Auto,"$22,556","$18,579",90.0 kW (120 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1055431&DL=2014,Subaru Forester 2.0i-L Sunroof,"$64,800","$11,610 /yr
View models with similar depre","138,200 km (27.1k /yr)","$1,208 /yr","$34,625 as of today (change)","$48,209","1,995 cc","1,566 kg",SUV,"17-Feb-2017
(4yrs 10mths 23days COE left)",Auto,"$15,690","$15,690",110.0 kW (147 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1070322&DL=4075,Audi RS 5 Sportback 2.9A TFSI Quattro,"$335,800","$36,370 /yr
View models with similar depre","23,000 km (10.3k /yr)","$2,262 /yr","$108,929 as of today (change)","$37,900","2,894 cc","1,775 kg",Sports Car,"31-Dec-2019
(7yrs 9mths 6days COE left)",Auto,"$74,415","$105,947",331.0 kW (443 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1039136&DL=1220,Audi S5 Coupe 3.0A TFSI Quattro S-Tronic,"$117,700","$24,220 /yr
View models with similar depre","68,800 km (9.7k /yr)","$2,380 /yr","$75,603 as of today (change)","$66,751","2,995 cc","1,675 kg",Sports Car,"27-Feb-2015
(2yrs 11mths 2days COE left)",Auto,"$67,439","$93,391",245.0 kW (328 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1063095&DL=3544,BMW 3 Series 318i Sunroof (COE till 02/2026),"$39,200","$9,960 /yr","172,500 km (15.9k /yr)","$1,329 /yr","$17,947 as of today (change)","$22,793","1,995 cc","1,390 kg",Luxury Sedan,"31-May-2011
(3yrs 11mths 4days COE left)",Auto,"$30,911","$30,911",100.0 kW (134 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=981249&DL=2052,Porsche Cayenne Coupe 3.0A,"$488,988","$44,760 /yr
View models with similar depre",31 km,"$2,380 /yr","$170,546 as of today (change)","$47,001","2,995 cc",N.A.,SUV,"29-Mar-2021
(9yrs 4days COE left)",Auto,"$110,494","$170,890",250.0 kW  (335 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1071062&DL=2296,Volvo XC60 T5 2.0A,"$98,800","$17,000 /yr
View models with similar depre","73,000 km (13.4k /yr)","$1,176 /yr","$55,131 as of today (change)","$55,501","1,969 cc","1,722 kg",SUV,"14-Oct-2016
(4yrs 6mths 19days COE left)",Auto,"$36,151","$42,612",180.0 kW (241 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1075861&DL=3573,BMW 5 Series 530i M-Sport,"$212,500","$21,360 /yr
View models with similar depre","42,000 km (18.1k /yr)","$1,210 /yr","$102,893 as of today (change)","$39,700","1,998 cc","1,615 kg",Luxury Sedan,"30-Nov-2019
(7yrs 8mths 5days COE left)",Auto,"$69,157","$96,483",185.0 kW (248 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1077263&DL=1268,Hyundai Elantra 1.6A GLS S,"$65,300","$10,660 /yr
View models with similar depre","63,000 km (14.2k /yr)",$738 /yr,"$32,189 as of today (change)","$41,761","1,591 cc","1,345 kg",Mid-Sized Sedan,"16-Oct-2017
(5yrs 6mths 21days COE left)",Auto,"$11,936","$11,936",93.8 kW (125 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1045317&DL=1000,BMW 5 Series 535i Sunroof (COE till 08/2031),"$128,800","$13,630 /yr",N.A.,"$2,598 /yr","$55,063 as of today (change)","$58,306","2,979 cc","1,700 kg",Luxury Sedan,"28-Sep-2011
(9yrs 5mths 7days COE left)",Auto,"$62,843","$62,843",225.0 kW (301 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1070146&DL=3925,Porsche Cayenne 3.0A Tip,"$322,800","$38,730 /yr
View models with similar depre","54,000 km (16.3k /yr)","$2,380 /yr","$117,263 as of today (change)","$32,000","2,995 cc","1,985 kg",SUV,"28-Nov-2018
(6yrs 8mths 3days COE left)",Auto,"$86,584","$127,852",250.0 kW (335 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1079454&DL=4035,Porsche Cayenne 3.6A Tip (New 10-yr COE),"$164,164","$16,400 /yr","150,000 km (15.5k /yr)","$3,322 /yr",N.A.,N.A.,"3,598 cc","2,105 kg",SUV,"18-Jul-2012
(10yrs  COE left)",Auto,"$80,130","$80,130",220.0 kW (295 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1043524&DL=3004,Audi A6 2.0A TFSI MU,"$62,800","$15,910 /yr
View models with similar depre","120,000 km (16.3k /yr)","$1,194 /yr","$43,948 as of today (change)","$73,900","1,984 cc","1,565 kg",Luxury Sedan,"20-Nov-2014
(2yrs 7mths 26days COE left)",Auto,"$38,531","$40,944",132.0 kW (177 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1039443&DL=4078,Volkswagen Jetta GP 1.4A TSI,"$44,800","$9,790 /yr
View models with similar depre","124,000 km (19.6k /yr)",$620 /yr,"$33,166 as of today (change)","$59,200","1,390 cc","1,417 kg",Mid-Sized Sedan,"26-Nov-2015
(3yrs 8mths 1day COE left)",Auto,"$17,538","$17,538",90.0 kW (120 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1073721&DL=3626,Honda Shuttle 1.5A G Honda Sensing,"$93,800","$10,330 /yr
View models with similar depre","13,000 km (10.8k /yr)",$682 /yr,"$37,605 as of today (change)","$37,690","1,496 cc","1,130 kg",Stationwagon,"07-Jan-2021
(8yrs 9mths 13days COE left)",Auto,"$20,674","$5,944",95.0 kW (127 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1064703&DL=3626,Mercedes-Benz C-Class C180K (COE till 10/2031),"$84,800","$8,820 /yr","117,130 km (11.4k /yr)",$816 /yr,"$44,674 as of today (change)","$46,482","1,597 cc","1,500 kg",Luxury Sedan,"01-Dec-2011
(9yrs 7mths 7days COE left)",Auto,"$32,036","$32,036",115.0 kW (154 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1079175&DL=3470,BMW 5 Series 520i,"$89,800","$16,800 /yr
View models with similar depre","82,789 km (13.7k /yr)","$1,210 /yr","$49,064 as of today (change)","$48,002","1,997 cc","1,615 kg",Luxury Sedan,"10-Mar-2016
(3yrs 11mths 13days COE left)",Auto,"$38,941","$46,518",135.0 kW (181 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1064642&DL=2875,Audi Q7 2.0A TFSI Quattro Tip 7-Seater,"$209,888","$24,310 /yr
View models with similar depre","17,350 km (5.8k /yr)","$1,194 /yr","$83,868 as of today (change)","$35,403","1,984 cc","2,050 kg",SUV,"28-Mar-2019
(7yrs 3days COE left)",Auto,"$59,287","$78,717",185.0 kW (248 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1071366&DL=3183,MINI John Cooper Works GP 2.0A,"$230,888","$22,510 /yr
View models with similar depre","5,494 km (5.1k /yr)","$1,210 /yr","$88,463 as of today (change)","$49,489","1,998 cc","1,330 kg",Sports Car,"26-Feb-2021
(8yrs 11mths 1day COE left)",Auto,"$48,299","$59,619",225.0 kW (301 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1068025&DL=3967,Audi A4 1.8A TFSI MU Attraction,"$63,800","$13,890 /yr
View models with similar depre","130,000 km (20.2k /yr)",$976 /yr,"$39,163 as of today (change)","$58,190","1,798 cc","1,545 kg",Luxury Sedan,"19-Oct-2015
(3yrs 6mths 24days COE left)",Auto,"$29,476","$28,267",125.0 kW (167 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1068130&DL=2051,Volvo C70 T5 Convertible (COE till 10/2026),"$75,000","$16,270 /yr","107,500 km (7k /yr)","$2,736 /yr","$26,152 as of today (change)","$56,751","2,521 cc","1,706 kg",Sports Car,"02-Nov-2006
(4yrs 7mths 7days COE left)",Auto,"$50,985","$56,084",162.0 kW (217 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1074232&DL=1000,Toyota Previa 2.4A,"$69,800","$16,690 /yr
View models with similar depre","44,000 km (6.2k /yr)","$1,638 /yr","$48,390 as of today (change)","$76,889","2,362 cc","1,775 kg",MPV,"03-Feb-2015
(2yrs 10mths 9days COE left)",Auto,"$37,090","$43,926",125.0 kW (167 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1068682&DL=4052,Audi RS 5 Coupe 4.2A FSI Quattro (COE till 02/2031),"$144,800","$16,200 /yr","170,000 km (15.4k /yr)","$4,627 /yr","$40,740 as of today (change)","$45,586","4,163 cc","1,800 kg",Sports Car,"28-Feb-2011
(8yrs 11mths 3days COE left)",Auto,"$96,456","$96,456",331.0 kW (443 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1082842&DL=3283,BMW 5 Series 523i (COE till 09/2030),"$82,800","$9,710 /yr","102,000 km (9.1k /yr)","$2,155 /yr","$29,786 as of today (change)","$34,935","2,497 cc","1,650 kg",Luxury Sedan,"18-Jan-2011
(8yrs 6mths 6days COE left)",Auto,"$38,395","$38,395",150.0 kW (201 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1077789&DL=1000,Fiat Bravo 1.4A (COE till 09/2030),"$51,881","$6,090 /yr",N.A.,$730 /yr,"$28,255 as of today (change)","$33,140","1,368 cc","1,335 kg",Hatchback,"10-Nov-2010
(8yrs 6mths 6days COE left)",Auto,"$18,784","$18,784",88.0 kW (118 bhp),5
https://www.sgcarmart.com/used_cars/info.php?ID=1081411&DL=1000,BMW 3 Series 316i Sport,"$43,800","$16,400 /yr
View models with similar depre","148,000 km (17.9k /yr)",$742 /yr,"$29,575 as of today (change)","$73,160","1,598 cc","1,405 kg",Luxury Sedan,"18-Dec-2013
(1yr 8mths 23days COE left)",Auto,"$34,789","$30,705",100.0 kW (134 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1071782&DL=1047,Toyota Corolla Altis 1.6A Elegance,"$108,800","$11,250 /yr
View models with similar depre","16,655 km (12.6k /yr)",$742 /yr,"$49,503 as of today (change)","$37,690","1,598 cc","1,315 kg",Mid-Sized Sedan,"25-Nov-2020
(8yrs 8mths  COE left)",Auto,"$21,714","$22,400",96.0 kW (128 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1020360&DL=2984,Mercedes-Benz GLA-Class GLA200 Sport,"$192,988","$19,170 /yr
View models with similar depre",N.A.,$586 /yr,"$70,066 as of today (change)","$47,806","1,332 cc","1,485 kg",SUV,"07-May-2021
(9yrs 1mth 12days COE left)",Auto,"$31,627","$36,278",120.0 kW (160 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1073615&DL=1290,Hyundai Avante 1.6A S,"$103,800","$11,040 /yr
View models with similar depre","10,173 km",$742 /yr,"$44,650 as of today (change)","$44,589","1,598 cc","1,280 kg",Mid-Sized Sedan,"25-May-2021
(9yrs 2mths  COE left)",Auto,"$18,590","$5,000",90.2 kW (120 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1082629&DL=3426,Mercedes-Benz GLA-Class GLA180 Urban Edition,"$142,800","$15,700 /yr
View models with similar depre","19,000 km (10.6k /yr)",$740 /yr,"$45,691 as of today (change)","$30,010","1,595 cc","1,435 kg",Mid-Sized Sedan,"05-Jun-2020
(8yrs 2mths 11days COE left)",Auto,"$25,785","$28,099",90.0 kW (120 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1039766&DL=2356,Toyota Alphard 2.4A,"$69,800","$18,120 /yr
View models with similar depre",N.A.,"$1,638 /yr","$46,665 as of today (change)","$67,334","2,362 cc","1,920 kg",MPV,"11-Sep-2014
(2yrs 5mths 17days COE left)",Auto,"$41,542","$50,159",125.0 kW (167 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1081117&DL=2814,Mercedes-Benz GLC-Class GLC250 Coupe AMG Line 4MATIC,"$211,800","$23,950 /yr
View models with similar depre","32,625 km (12.9k /yr)","$1,202 /yr","$78,218 as of today (change)","$39,889","1,991 cc","1,785 kg",SUV,"16-Sep-2019
(7yrs 5mths 22days COE left)",Auto,"$51,679","$65,023",155.0 kW (207 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1078279&DL=2563,BMW ALPINA B4 Bi-Turbo Coupe Sunroof,"$209,900","$30,420 /yr
View models with similar depre","36,013 km (6.7k /yr)","$2,362 /yr","$121,935 as of today (change)","$53,001","2,979 cc","1,615 kg",Sports Car,"02-Nov-2016
(4yrs 7mths 8days COE left)",Auto,"$92,933","$139,280",301.0 kW (403 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1071855&DL=3892,Mercedes-Benz A-Class Saloon A200 AMG Line Premium Plus,"$213,988","$22,200 /yr
View models with similar depre",68 km (0.1k /yr),$586 /yr,"$67,905 as of today (change)","$41,101","1,332 cc","1,385 kg",Luxury Sedan,"23-Nov-2020
(8yrs 7mths 29days COE left)",Auto,"$36,443","$43,021",120.0 kW (160 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1080454&DL=2015,Chevrolet Orlando 1.4A Turbo LS,"$32,000","$9,740 /yr
View models with similar depre","147,800 km (19.6k /yr)",$604 /yr,"$25,472 as of today (change)","$65,002","1,362 cc","1,650 kg",MPV,"16-Sep-2014
(2yrs 5mths 22days COE left)",Auto,"$15,650","$15,650",103.0 kW (138 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1079643&DL=3985,Honda Fit 1.3A G (COE till 02/2029),"$51,800","$7,470 /yr",N.A.,$767 /yr,"$17,840 as of today (change)","$25,727","1,339 cc","1,010 kg",Hatchback,"27-Feb-2009
(6yrs 11mths 2days COE left)",Auto,"$14,601","$14,601",73.0 kW (97 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1081625&DL=3495,Mercedes-Benz E-Class E250 CGI (COE till 02/2029),"$68,800","$9,910 /yr",N.A.,"$1,266 /yr","$22,161 as of today (change)","$31,933","1,796 cc","1,650 kg",Luxury Sedan,"06-Nov-2009
(6yrs 11mths 4days COE left)",Auto,"$52,997","$52,997",150.0 kW (201 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1065343&DL=2080,Mercedes-Benz C-Class C180K (New 10-yr COE),"$86,800","$8,670 /yr","109,000 km (11k /yr)",$742 /yr,N.A.,N.A.,"1,597 cc","1,500 kg",Luxury Sedan,"02-May-2012
(10yrs  COE left)",Auto,"$30,328","$30,328",115.0 kW (154 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1040100&DL=3627,BMW 5 Series 520i,"$148,800","$21,280 /yr
View models with similar depre",N.A.,"$1,210 /yr","$71,036 as of today (change)","$48,005","1,998 cc","1,530 kg",Luxury Sedan,"31-Oct-2017
(5yrs 7mths 6days COE left)",Auto,"$47,763","$58,869",135.0 kW (181 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1052478&DL=1245,Volkswagen Scirocco 1.4A TSI,"$29,888",N.A.,"120,000 km (12.2k /yr)",$620 /yr,"$12,905 as of today (change)",N.A.,"1,390 cc","1,285 kg",Sports Car,"07-Jun-2012
(2mths 13days COE left)",Auto,"$25,809","$25,809",118.0 kW (158 bhp),5
https://www.sgcarmart.com/used_cars/info.php?ID=941346&DL=2493,Volkswagen Golf Cabriolet 1.4A TSI (COE till 01/2032),"$89,800","$9,160 /yr","133,263 km (13.1k /yr)",$682 /yr,"$52,973 as of today (change)","$54,039","1,390 cc","1,503 kg",Sports Car,"10-Jan-2012
(9yrs 9mths 16days COE left)",Auto,"$35,353","$35,353",118.0 kW (158 bhp),4
https://www.sgcarmart.com/used_cars/info.php?ID=1048229&DL=3049,Volkswagen Sharan 2.0A TSI,"$73,000","$13,880 /yr
View models with similar depre","112,500 km (17.7k /yr)","$1,194 /yr","$50,134 as of today (change)","$57,501","1,984 cc","1,790 kg",MPV,"13-Nov-2015
(3yrs 7mths 19days COE left)",Auto,"$37,799","$44,919",147.0 kW (197 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1077840&DL=2163,Volkswagen Scirocco 1.4A TSI (COE till 07/2025),"$33,000","$9,830 /yr","109,000 km (9.6k /yr)",$744 /yr,"$11,034 as of today (change)","$16,438","1,390 cc","1,285 kg",Sports Car,"24-Nov-2010
(3yrs 4mths 7days COE left)",Auto,"$25,306","$25,306",118.0 kW (158 bhp),5
https://www.sgcarmart.com/used_cars/info.php?ID=1080640&DL=2224,Hyundai Avante 1.6A Elite Sunroof,"$116,800","$11,860 /yr
View models with similar depre","4,000 km",$742 /yr,"$51,189 as of today (change)","$48,000","1,598 cc","1,280 kg",Mid-Sized Sedan,"08-Oct-2021
(9yrs 6mths 13days COE left)",Auto,"$21,545","$7,163",90.2 kW (120 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1064282&DL=1000,Volkswagen Scirocco 1.4A TSI (COE till 01/2031),"$71,500","$8,110 /yr","120,000 km (10.7k /yr)",$744 /yr,"$33,613 as of today (change)","$38,137","1,390 cc","1,285 kg",Sports Car,"14-Jan-2011
(8yrs 9mths 20days COE left)",Auto,"$25,306","$25,306",118.0 kW (158 bhp),3
https://www.sgcarmart.com/used_cars/info.php?ID=1081612&DL=2311,BMW 5 Series 528i,"$115,700","$20,730 /yr
View models with similar depre","36,000 km (6.2k /yr)","$1,210 /yr","$59,987 as of today (change)","$49,000","1,997 cc","1,615 kg",Luxury Sedan,"15-Jun-2016
(4yrs 2mths 21days COE left)",Auto,"$45,811","$56,136",180.0 kW (241 bhp),2
https://www.sgcarmart.com/used_cars/info.php?ID=1074880&DL=1135,Hyundai Elantra 1.6A GLS S,"$65,600","$10,280 /yr
View models with similar depre","40,000 km (9.5k /yr)",$738 /yr,"$32,942 as of today (change)","$41,400","1,591 cc","1,345 kg",Mid-Sized Sedan,"11-Jan-2018
(5yrs 9mths 17days COE left)",Auto,"$11,891","$11,891",93.8 kW (125 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1070922&DL=2245,Jaguar F-PACE 2.0A Prestige,"$186,800","$19,270 /yr
View models with similar depre","23,300 km (14.1k /yr)","$1,210 /yr","$68,011 as of today (change)","$35,001","1,997 cc","1,832 kg",SUV,"29-Jul-2020
(8yrs 4mths 4days COE left)",Auto,"$42,650","$51,710",184.0 kW (246 bhp),1
https://www.sgcarmart.com/used_cars/info.php?ID=1076558&DL=3886,Mitsubishi Lancer 1.6A GLX (COE till 09/2029),"$79,800","$10,600 /yr",N.A.,$954 /yr,"$22,190 as of today (change)","$29,485","1,584 cc","1,162 kg",Mid-Sized Sedan,"27-Oct-2009
(7yrs 6mths 6days COE left)",Auto,"$13,405","$13,405",79.0 kW (105 bhp),3
